Work Title,Name Translations,Name Aliases,Authorities,Composer,Opus/Catalogue Number,I-Catalogue Number,Key,Movements/Sections,Year/Date of Composition,First Publication,Copyright Information,Dedication,Average Duration,Composer Time Period,Piece Style,url
"Variations brillantes pour le pianoforte sur le rondeau favori ""Je vends des scapulaires"" de Ludovic de Hérold et Halevy","華麗なる変奏曲 (ショパン)
;
Variazioni brillanti op. 12
;
Variations brillantes","華麗なる変奏曲
;
Variationen über ein Thema as Herolds 'Ludovic'
;
Variations brillantes sur le rondeau favori „Je vends des Scapulaires“ de „Ludovic“ de Hérold et Halévy B-Dur
;
Introduktion und Variationen über 'Ronde' aus Herolds 'Ludovic'
;
Introduction and variations on 'Je vends des scapulaires' from Hérold's Ludovic
;
Variations on Je vends des scapulaires
;
Variations brillantes sur le Rondo favori de ""Ludovic"" de Hérold ""Je vends des scapulaires""
;
Variations, en si bémol majeur, pour piano","WorldCat
;
LCCN
:
n83134146","Chopin, Frédéric",Op.12,IFC 105,B-flat major,"Introduction, Theme and 4 Variations
Introduction. Allegro maestoso (B
♭
major)
Thème. Allegro moderato (B
♭
major)
Variation 1.
=  92 (B
♭
major)
Variation 2. Scherzo (B
♭
major)
Variation 3. Lento (D
♭
major)
Variation 4. Scherzo vivace (B
♭
major)",1833,,,Emma Horsford,,Romantic,Romantic,"https://imslp.org/wiki/Variations_brillantes,_Op.12_(Chopin,_Fr%C3%A9d%C3%A9ric)"
Variations in E major on a Theme (Non più mesta) from Rossini's 'La Cenerentola' for Flute and Piano,,,,"Chopin, Frédéric",B.9 ; Op.A1 No.5,IFC 106,E major,"theme, 4 variations
Thème. Andantino (E major)
Variation 1. Con anima (E major)
Variation 2. Più lento (E minor)
Variation 3. Vivo (E major)
Variation 4. Con brio (E major)",1824 or 1829–1830? (possibly spurious),1955,,,,Romantic,Romantic,"https://imslp.org/wiki/Variations_for_Flute_and_Piano_in_E_major,_B.9_(Chopin,_Fr%C3%A9d%C3%A9ric)"
Variations in A,"Variations in A major ""Souvenir de Paganini""
;
Souvenir di Paganini",Souvenirs de Paganini,"WorldCat
;
VIAF
:
186564242
;
LCCN
:
n89664357
;
GND
:
7858391-3
;
BNF
:
13910483z","Chopin, Frédéric",B.37 ; Op.P1-10,IFC 107,A major,Allegretto,1829,,,,,Romantic,Romantic,"https://imslp.org/wiki/Variations_in_A_major,_B.37_(Chopin,_Fr%C3%A9d%C3%A9ric)"
Variations on 'Là ci darem la mano',"ラ・チ・ダレム変奏曲
;
Wariacje op. 2
;
Variations in B-flat major on ""Là ci darem la mano"", op. 2
;
Variazioni sul ""Là ci darem la mano"" op. 2
;
Variacions sobre ""Là ci darem la mano""
;
Variációk a ""Là ci darem la mano"" kezdetű duett témájára, zongorára és zenekarra",ラ・チ・ダレム・ラ・マーノ変奏曲,Wikipedia,"Chopin, Frédéric",Op.2,IFC 108,B-flat major,"Introduction, Theme, 5 Variations (385 bars)
Introduction
. Largo — Poco piu mosso (B
♭
major)
Theme
. Allegretto (B
♭
major)
Variation 1
. Brillante (B
♭
major)
Variation 2
. Veloce, ma accuratamente (B
♭
major)
Variation 3
. Sempre sostenuto (B
♭
major)
Variation 4
. Con bravura (B
♭
major)
Variation 5
. Adagio — Alla Polacca (B
♭
minor)","1827
First Perf
ormance
.
1829-8-11 in Vienna, Kärntnertortheater;
Frédéric Chopin
(piano)",1830 - Vienna: Haslinger,,"Titus Woyciechowski (Haslinger, Schlesinger)
Carl Czerny
(
Wessel & Co.
)",17-20 minutes,Romantic,Romantic,"https://imslp.org/wiki/Variations_on_%27L%C3%A0_ci_darem_la_mano%27,_Op.2_(Chopin,_Fr%C3%A9d%C3%A9ric)"
Variations sur un air national allemande,"ドイツ民謡による変奏曲 (ショパン)
;
Variations in E major on the air ""Der Schweizerbub""
;
Introduktion und Variationen über ""Der Schweizerbub""
;
Variazioni su un'aria nazionale tedesca","ドイツ民謡による変奏曲
;
Introduction et Variations sur un lied Allemande in E
;
Introduction and Variations in E major, on a German National Air
;
B. 14
;
Introduzione e variazioni sul canto ""Il Mandriano svizzero""
;
BI 14",,"Chopin, Frédéric",B.14,IFC 109,E major,"Introduction, Theme, 4 Variations:
Introduction. A capriccio (E major)
Theme. Andantino (E major)
Variation 1. Elegantemente (E major)
Variation 2. Scherzando (E major)
Variation 3. Tranquillament (E major)
Variation 4. Meno mosso (E minor) - Tempo di Valse (E major)",1826-27,"1851 – Vienna:
Tobias Haslinger",,,,Romantic,Romantic,"https://imslp.org/wiki/Variations_sur_un_air_national_allemand,_B.14_(Chopin,_Fr%C3%A9d%C3%A9ric)"
"Introduction, Theme and Variations on a Theme of Moore",Variazioni a quattro mani su un'aria nazionale di Moore,,,"Chopin, Frédéric",B.12a ; Op.P1-6 ; CT.228,IFC 110,D major,"Introduction, Theme, 5 Variations:
Introduction.
=  80 (D major)
Theme.
=  76 (D major)
Variation 1.
=  63 (D major)
Variation 2.
=  72 (D major)
Variation 3.
=  56 (D minor)
Variation 4.
=  126 (D major)
Variation 5. Tempo di marcia (D minor) - Vivace (D major)",1826,,,,,Romantic,Romantic,"https://imslp.org/wiki/Variations_sur_un_air_national_de_Moore,_B.12a_(Chopin,_Fr%C3%A9d%C3%A9ric)"
Verschiedene Werke,,,,"Chopin, Frédéric",,IFC 125,,"10 pieces:
1. Marche funebre : de la Sonate Op.35
2. Polonaise : Op.40 no.1
3. Polonaise : Op.26 No.1
4. Andante spianato : de la Polonaise Op.22
5. Prélude : Op.28 No.15
6. Prélude : Op.28 No.4
7. Prélude : Op.28 No.13
8. Berceuse : Op.57
9.
Andantino : de la Ballade Op.38
10. Largo : de la Fantaisie-Impromptu : Op.66",,,,,,Romantic,Romantic,"https://imslp.org/wiki/Verschiedene_Werke_(Chopin,_Fr%C3%A9d%C3%A9ric)"
Waltz in A minor,"Waltz No. 19 in A Minor, Op. posth.
;
ワルツイ短調
;
Valzer in la minore
;
Vals en la menor
;
Waltz số 19 cung La thứ (Chopin)
;
Valse en la mineur",,"WorldCat
;
Wikipedia
;
VIAF
:
179645193
;
BNF
:
14799323f","Chopin, Frédéric",B.150 ; CT 224,IFC 111,A minor,,1843,"1860 in
4 Pièces pour piano
by
Charlotte de Rothschild
(No.3)*",,,,Romantic,Romantic,"https://imslp.org/wiki/Waltz_in_A_minor,_B.150_(Chopin,_Fr%C3%A9d%C3%A9ric)"
Waltz in A-flat major,"Waltz No. 16 in A-flat major, Op. posth.
;
Valzer in la bemolle maggiore",,,"Chopin, Frédéric",B.21 ; Op.P1-13,IFC 112,A-flat major,1 waltz,1827,"1902 – Leipzig:
Breitkopf und Härtel",,,,Romantic,Romantic,"https://imslp.org/wiki/Waltz_in_A-flat_major,_B.21_(Chopin,_Fr%C3%A9d%C3%A9ric)"
Waltz,"Waltz No. 5 in A-flat major, Op. 42
;
ワルツ第5番 (ショパン)
;
Большой вальс, соч. 42
;
Grande Valzer op. 42
;
Vals en la bemoll major
;
왈츠, Op. 42
;
Vals en la bemol mayor, op. 42
;
والس در لا بمل ماژور","Waltz in A-flat Major, Op. 42","WorldCat
;
Wikipedia
;
LCCN
:
no96049320","Chopin, Frédéric",Op.42,IFC 113,A-flat major,1 waltz (Vivace),1840,1840,,,,Romantic,Romantic,"https://imslp.org/wiki/Waltz_in_A-flat_major,_Op.42_(Chopin,_Fr%C3%A9d%C3%A9ric)"
Waltz in E major,"Waltz No. 15 in E major, Op. posth.
;
ワルツ第15番 (ショパン)
;
Valzer in mi maggiore
;
Vals en mi major, op. post.",,Wikipedia,"Chopin, Frédéric",B.44,IFC 114,E major,Tempo di Valse,1829 ca.,1861,,,,Romantic,Romantic,"https://imslp.org/wiki/Waltz_in_E_major,_B.44_(Chopin,_Fr%C3%A9d%C3%A9ric)"
Waltz in E minor,"Waltz No. 14 in E minor, Op. posth.
;
ワルツ第14番 (ショパン)
;
Valzer in mi minore
;
Vals en mi menor
;
Valse en mi mineur
;
וואלס במי מינור
;
Вальс ми минор (Шопен)",,Wikipedia,"Chopin, Frédéric",B.56,IFC 115,E minor,Vivace,1830 ca.,1868,,,,Romantic,Romantic,"https://imslp.org/wiki/Waltz_in_E_minor,_B.56_(Chopin,_Fr%C3%A9d%C3%A9ric)"
Waltz in E-flat major,"Waltz No. 17 in E-flat major, Op. posth.
;
Valzer in mi bemolle maggiore B. 46
;
왈츠 17번 내림마장조","왈츠 17번 내림 E장조
;
왈츠 17번 내림E장조
;
왈츠 17번 내림 마장조",,"Chopin, Frédéric",B.46 ; Op.P1-14,IFC 116,E-flat major,1 waltz,1829-1830,"1902 – Leipzig:
Breitkopf und Härtel",,,,Romantic,Romantic,"https://imslp.org/wiki/Waltz_in_E-flat_major,_B.46_(Chopin,_Fr%C3%A9d%C3%A9ric)"
Waltz in E-flat major,"ソステヌート (ショパン)
;
Waltz No. 18 in E-flat major, Op. posth., ""Sostenuto""
;
Valzer in mi bemolle maggiore B. 133",,,"Chopin, Frédéric",B.133 ; Op.P2-10,IFC 117,E-flat major,Sostenuto,1840-07-20,1955,,,2 minutes,Romantic,Romantic,"https://imslp.org/wiki/Waltz_in_E-flat_major,_B.133_(Chopin,_Fr%C3%A9d%C3%A9ric)"
Waltzes,"Waltzes, Op. 34
;
華麗なる円舞曲 (ショパン)
;
Три блестящих вальса, соч. 34
;
3 Valzer op. 34
;
Valsos op. 34
;
왈츠, Op. 34
;
圆舞曲，作品34
;
Valses op. 34 de Chopin","華麗なる円舞曲
;
Three Waltzes, Op. 34
;
3 Waltzes, Op. 34
;
Trois grandes valses brillantes, Op. 34
;
3 valses Op. 34","WorldCat
;
Wikipedia
;
VIAF
:
179640963
;
LCCN
:
no97077636
;
BNF
:
15527207s","Chopin, Frédéric",Op.34,IFC 118,,"3 waltzes:
Vivace, CT 208
(A
♭
major)
Lento, CT 209
(A minor)
Vivace, CT 210
(F major)","1835 (No.1), 1838 (Nos.2-3)",1838,,Fräulein Thun–Hohenstein,,Romantic,Romantic,"https://imslp.org/wiki/Waltzes,_Op.34_(Chopin,_Fr%C3%A9d%C3%A9ric)"
Waltzes,"Waltzes, Op. 64
;
Walce op. 64
;
Valses, opus 64
;
3 Valzer op. 64
;
Три вальса, соч. 64
;
Walzer, Op. 64",,"WorldCat
;
VIAF
:
838154387370630970001
;
LCCN
:
no98000324","Chopin, Frédéric",Op.64,IFC 119,,"3 waltzes:
1. Molto vivace (D-flat major), 'Minute Waltz'
2. Tempo giusto (C-sharp minor)
3. Moderato (A-flat major)",1846-47,1847,,"see below
à Madame la Comtesse
Delfina Potocka
à Mme la Baronne
Charlotte de Rothschild
à Mlle la Comtesse
Katarzyna Branicka",,Romantic,Romantic,"https://imslp.org/wiki/Waltzes,_Op.64_(Chopin,_Fr%C3%A9d%C3%A9ric)"
Waltzes,"Waltzes, Op. posth. 69
;
2 Valzer op. 69
;
Valses, opus 69",,"WorldCat
;
VIAF
:
175262499
;
LCCN
:
no2007080917","Chopin, Frédéric",Op.69,IFC 120,,"2 waltzes:
1. Lento (A-flat major)
2. Moderato (B minor)","1835 (No.1), 1829 (No.2)","1852 - Krakow: Wildt in
Deux valses mélancholiques
(with Op.70 No.2)",,,,Romantic,Romantic,"https://imslp.org/wiki/Waltzes,_Op.69_(Chopin,_Fr%C3%A9d%C3%A9ric)"
Waltzes,"Waltzes, Op. Posth. 70
;
ワルツ第13番 (ショパン)
;
3 Valzer op. 70
;
Valsos op. 70
;
Walzer op. 70 (Chopin)
;
Три вальса, соч. 70 (Шопен)",,Wikipedia,"Chopin, Frédéric",Op.70,IFC 121,,"3 pieces:
Molto vivace (G-flat major)
Tempo giusto (F minor)
Moderato (D-flat major)","1832 (No.1), 1842 (No.2), 1829 (No.3)",1855,,,,Romantic,Romantic,"https://imslp.org/wiki/Waltzes,_Op.70_(Chopin,_Fr%C3%A9d%C3%A9ric)"
À la Chapelle Sixtine,,,,"Liszt, Franz",S.461/2 ; LW.A217 ; R.114,IFL 1,,"2 sections:
Lento, after
Miserere
by
Gregorio Allegri
Andante con pietà, after
Ave verum corpus
, K.618, by
Wolfgang Amadeus Mozart",1862-65,1865,,,,Romantic,Romantic,"https://imslp.org/wiki/%C3%80_la_Chapelle_Sixtine,_S.461_(Liszt,_Franz)"
Ab irato,,,,"Liszt, Franz",S.143 ; LW.A63b ; R.4b,IFL 2,,1 piece,"1840, revised 1852",1852,,,3 minutes,Romantic,Romantic,"https://imslp.org/wiki/Ab_irato,_S.143_(Liszt,_Franz)"
Abschied,,,,"Liszt, Franz",S.251 ; LW.A324 ; R.104,IFL 3,,1 piece,1885,1885 – Leipzig: Fritzsch,,"Alexander Siloti
(1863–1945)",3–4 minutes,Romantic,Romantic,"https://imslp.org/wiki/Abschied,_S.251_(Liszt,_Franz)"
Les adieux,,,,"Liszt, Franz",S.409 ; LW.A237 ; R.169,IFL 4,,1 piece,1867,"1868, Berlin:
Bote & Bock",,,9 minutes,Romantic,Romantic,"https://imslp.org/wiki/Les_adieux,_S.409_(Liszt,_Franz)"
Requiem,"Реквием
;
Requiém
;
Rèquiem
;
Реквієм
;
レクイエム
;
Rekvijem
;
Messa da Requièm
;
Rekviem (Verdi)
;
Requiem (Verdi)
;
הרקוויאם של ורדי
;
Rekviemo
;
რეკვიემი
;
Rekviem
;
安魂曲 (威爾第)
;
安魂曲 (威尔第)
;
安魂彌撒曲
;
Մեսա տէ Ռեքուեմ
;
Reekviem
;
레퀴엠","Manzoni Requiem
;
Requiem de Verdi
;
Messa da requiem
;
Реквием Верди
;
Missa da Requiem de Verdi
;
Rèquiem de Verdi
;
Verdin Requiem
;
Messa di requiem
;
Manzoni-Requiem
;
Verdi-Requiem
;
ヴェルレク
;
Rekviema Diservo
;
安魂曲
;
安魂弥撒
;
Requiem van Verdi
;
Verdiho rekviem","WorldCat
;
Wikipedia
;
VIAF
:
179826316
;
LCCN
:
n81080006
;
GND
:
300166192
;
BNF
:
13920580d
;
BNE
:
XX3110048","Verdi, Giuseppe",,IGV 24,,"7 sections
Introit – Kyrie (chorus, soloists)
Sequence:
Dies irae
(chorus)
Tuba mirum
(chorus)
Mors stupebit
(bass)
Liber scriptus
(mezzo-soprano, chorus* - chorus only in first version)
Quid sum miser
(soprano, mezzo-soprano, tenor)
Rex tremendae
(soloists, chorus)
Recordare
(soprano, mezzo-soprano)
Ingemisco
(tenor)
Confutatis
(bass, chorus)
Lacrimosa
(soloists, chorus)
Offertory (soloists):
Domine Jesu Christe
Hostias
Sanctus (double chorus)
Agnus Dei (soprano, mezzo-soprano, chorus)
Communion (mezzo-soprano, tenor, bass):
Lux aeterna
Libera me (soprano, chorus):
Libera me
Dies irae
Requiem aeternam
Libera me","1874, rev.1875
First Perf
ormance
.
1874-05-22 in Milan.
San Marco
(original version)
voices, chorus and orchestra; Giuseppe Verdi (conductor)
1875-05-15 in London. Royal Albert Hall (revised version)
voices, chorus and orchestra; Giuseppe Verdi (conductor)","1874
Language
Latin ; Ancient Greek",,In memory of Alessandro Manzoni,85-90 minutes,Romantic,Romantic,"https://imslp.org/wiki/Agnus_Dei_della_Messa_da_Requiem_di_Giuseppe_Verdi,_S.437_(Liszt,_Franz)"
"Air cosaque, S.249c",,,,"Liszt, Franz",S.249c,IFL 519,C major,1 piece,1879,,,,1 minutes,Romantic,Romantic,"https://imslp.org/wiki/Air_cosaque,_S.249c_(Liszt,_Franz)"
Album d'un voyageur,,,,"Liszt, Franz",S.156 ; LW.A40 ; R.8,IFL 5,,"19 pieces in 3 books:
Book I. Impressions et poésies
1. Lyon (= S.156/1)
2a. Le lac de Wallenstadt (= S.156/2)
2b. Au bord d'une source (= S.156/3)
3. Les cloches de G[enève] (= S.156/4)
4. Vallée d'Obermann (= S.156/5)
5. La Chapelle de Guilaume Tell (= S.156/6)
6. Psaume (de l'église à Genève) (= S.156/7)
Book II. Fleurs mélodiques des Alpes
7a. Allegro (C major) (= S.156/8)
7b. Lento—Allegro vivace (E minor–G major) (= S.156/9)
7c. Allegro pastorale (G major) (= S.156/10)
8a. Andante con sentimento. Allegretto (G major) (= S.156/11)
8b. Andante molto espressivo (G minor) (= S.156/12)
8c. Allegro moderato (E major) (= S.156/13)
9a. Allegretto (A
♭
major) (= S.156/14)
9b. Allegretto (D
♭
major) (= S.156/15)
9c. Andantino con molto sentimento (G major) (= S.156/16)
Book III. Paraphrases
10. Ranz de vaches (Montée aux Alpes: Improvisata) (= S.156/17)
11. Un soir dans les montagnes (Nocturne pastoral) (= S.156/18)
12. Ranz de chèvres de F. Huber (Allegro finale) (= S.156/19)",1837–38,1840–42,,"Félicité-Robert de Lamennais
(No.1)
F. Denis (No.2b)
B. Liszt (No.3)
E. Pivert de Senancour (No.4)
V. Schoelcher (No.5)
Mme Adolphe Pictet (No.10)
M. Potocka (No.11)
T. Walsh (No.12)",115 minutes,Romantic,Romantic,"https://imslp.org/wiki/Album_d%27un_voyageur,_S.156_(Liszt,_Franz)"
"Album-Leaf '2nd Concerto', S.163a/1",,,,"Liszt, Franz",S.163a/1,IFL 471,F-sharp minor,1 album-leaf,1828,,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%272nd_Concerto%27,_S.163a/1_(Liszt,_Franz)"
"Album-Leaf '12 Einleitungs Takten zur Harmonie poetique: Bénédiction de Dieu dans la solitude', S.166x",,,,"Liszt, Franz",S.166x,IFL 486,F-sharp major,1 album leaf,1883,,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%2712_Einleitungs_Takten_zur_Harmonie_poetique:_B%C3%A9n%C3%A9diction_de_Dieu_dans_la_solitude%27,_S.166x_(Liszt,_Franz)"
Album-Leaf 'Adagio',,,,"Liszt, Franz",S.164l,IFL 497,C major,1 album-leaf,1825,,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Adagio%27,_S.164l_(Liszt,_Franz)"
"Album-Leaf 'Ah, vous dirai-je, maman'",,,,"Liszt, Franz",S.163b,IFL 489,A-flat major,1 album-leaf,1833,,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Ah,_vous_dirai-je,_maman%27,_S.163b_(Liszt,_Franz)"
Album-Leaf 'Andante molto expressivo',,,,"Liszt, Franz",S.165f,IFL 520,G-sharp minor,1 Album-Leaf,1857,,,,1 minutes,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Andante_molto_espressivo%27,_S.165f_(Liszt,_Franz)"
"Album-Leaf ""Andante religioso""",,,,"Liszt, Franz",S.166h,IFL 465,G major,1 piece,1846 ca.,,,,3 minutes,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Andante_religioso%27,_S.166h_(Liszt,_Franz)"
Album-Leaf 'Andante',,,,"Liszt, Franz",S.167r,IFL 483,E-flat major,1 album-leaf,1850-59,,,,2 minutes,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Andante%27,_S.167r_(Liszt,_Franz)"
Andantino pour Emile et Charlotte Loudon,,,,"Liszt, Franz",S.163a/2,IFL 17,E-flat major,1 piece,1828 May 19,2007,,Emile and Charlotte Loudon,2 minutes,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Andantino%27,_S.163a/2_(Liszt,_Franz)"
Album-Leaf 'Andantino',,,,"Liszt, Franz",S.164p,IFL 493,E-flat major,1 album-leaf,,,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Andantino%27,_S.164p_(Liszt,_Franz)"
"Album-Leaf 'Apparition 1', S.166z",,,,"Liszt, Franz",S.166z,IFL 518,F-sharp minor,1 Album-Leaf,ca.,,,,1 minutes,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Apparition_1%27,_S.166z_(Liszt,_Franz)"
Album-Leaf 'Ave Maria',,,,"Liszt, Franz",S.164q,IFL 507,B-flat major,1 album-leaf,1841,,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Ave_Maria%27,_S.164q_(Liszt,_Franz)"
"Album-Leaf 'Berlin I', S.167n",,,,"Liszt, Franz",S.167n,IFL 480,A major,1 album-leaf,1842,,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Berlin_I%27,_S.167n_(Liszt,_Franz)"
Album-Leaf 'Berlin II',,,,"Liszt, Franz",S.167v,IFL 498,B major,1 album-leaf,1842,,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Berlin_II%27,_S.167v_(Liszt,_Franz)"
"Album-Leaf 'Berlin Preludio', S.164g",,,,"Liszt, Franz",S.164g,IFL 477,C major,1 album leaf,1842,,,,1 minutes,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Berlin_Preludio%27,_S.164g_(Liszt,_Franz)"
Album-Leaf 'Cantique d'amour',,,,"Liszt, Franz",S.167t,IFL 534,E major,1 Album-Leaf,1853,,,,1 minutes,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Cantique_d%27amour%27,_S.167t_(Liszt,_Franz)"
Album-Leaf 'Consolation 1',,,,"Liszt, Franz",S.165a,IFL 469,E major,1 album leaf,1870-79 ca.,,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Consolation_1%27,_S.165a_(Liszt,_Franz)"
"Dante fragment, S.701e",,,,"Liszt, Franz",S.701e,IFL 524,D minor,1 sketch,1837 ca.,,,,1 minutes,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Dante_fragment%27,_S.701e_(Liszt,_Franz)"
Album-Leaf 'Dante-Symphony',,,,"Liszt, Franz",S.165e,IFL 475,F-sharp major,1 album leaf,1858,,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Dante-Symphony%27,_S.165e_(Liszt,_Franz)"
Album-Leaf 'Detmold',,,,"Liszt, Franz",S.164d,IFL 435,E major,1 album-leaf,1841,,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Detmold%27,_S.164d_(Liszt,_Franz)"
Album-Leaf 'Dresen',,,,"Liszt, Franz",S.165l,IFL 537,A major,1 Album-Leaf,1840,,,Clara Schumann,1 minutes,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Dresden%27,_S.165l_(Liszt,_Franz)"
"Album-Leaf 'Dublin', S.164r",,,,"Liszt, Franz",S.164r,IFL 510,A-flat major,1 Album-Leaf,,,,,1 minutes,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Dublin%27,_S.164r_(Liszt,_Franz)"
"Album-Leaf 'Elisabeth', S.164m",,,,"Liszt, Franz",S.164m,IFL 523,F-sharp major,1 Album-Leaf,,,,,1 minutes,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Elisabeth%27,_S.164m_(Liszt,_Franz)"
"Album-Leaf 'Fragment d'Étude, d'apres Paganini'",,,,"Liszt, Franz",S.166u,IFL 527,E-flat major,1 Album-Leaf,1838,,,,1 minutes,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Fragment_d%27%C3%89tude,_d%27apres_Paganini%27,_S.166u_(Liszt,_Franz)"
Album-Leaf 'Frankfurt',,,,"Liszt, Franz",S.163o,IFL 494,A-flat major,1 album-leaf,1842,,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Frankfurt%27,_S.163o_(Liszt,_Franz)"
"Album-Leaf 'Freudvoll und leidvoll', S.166n",,,,"Liszt, Franz",,IFL 461,A-flat major,1 piece,1847,,,Princess Carolyne von Sayn-Wittgenstein,1 minutes,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Freudvoll_und_leidvoll%27,_S.166n_(Liszt,_Franz)"
Album-Leaf in A major 'Friska',,,,"Liszt, Franz",S.166k,IFL 449,A major,1 album-leaf,1840s?,1986,,,,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Friska%27,_S.166k_(Liszt,_Franz)"
Album-Leaf 'Fugue Chromatique',,,,"Liszt, Franz",S.167j,IFL 485,G minor,1 album-leaf,1844,,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Fugue_Chromatique%27,_S.167j_(Liszt,_Franz)"
"Glasgow fragment, S.701f",,,,"Liszt, Franz",S.701f,IFL 544,E-flat minor,1 fragment,,,,,2 minutes,Romantic,Romantic,"https://imslp.org/wiki/Album-leaf_%27Glasgow_fragment%27,_S.701f_(Liszt,_Franz)"
Album-Leaf,,,,"Liszt, Franz",S.167x,IFL 492,,1 album-leaf,,,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Huguenots%27,_S.167x_(Liszt,_Franz)"
Album-Leaf 'Lélio',,,,"Liszt, Franz",S.167g,IFL 490,D-flat major,1 album-leaf,1835,,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27L%C3%A9lio%27,_S.167g_(Liszt,_Franz)"
"Album-Leaf 'Magdeburg', S.163n",,,,"Liszt, Franz",S.163n,IFL 481,A-flat major,1 album-leaf,1844,,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Magdeburg%27,_S.163n_(Liszt,_Franz)"
Album-Leaf 'Molique',,,,"Liszt, Franz",S.166v,IFL 499,A major,1 album-leaf,1840s,,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Molique%27,_S.166v_(Liszt,_Franz)"
Album-Leaf 'Osnabrück',,,,"Liszt, Franz",S.165b,IFL 491,F major,1 album-leaf,1841,,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Osnabr%C3%BCck%27,_S.165b_(Liszt,_Franz)"
"Album-Leaf 'Paris Preludio', S.164j",,,,"Liszt, Franz",S.164j,IFL 478,F-sharp major,1 album leaf,1842,,,,1 minutes,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Paris_Preludio%27,_S.164j_(Liszt,_Franz)"
Album-Leaf 'Paris',,,,"Liszt, Franz",S.163h,IFL 500,F-sharp major,1 album-leaf,1842/08/12,,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Paris%27,_S.163h_(Liszt,_Franz)"
Album-Leaf 'Poco adagio aus der Graner Messe',,,,"Liszt, Franz",S.167c,IFL 501,,1 album-leaf,1860s?,,,,2 minutes,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Poco_adagio_aus_der_Graner_Messe%27,_S.167c_(Liszt,_Franz)"
"Album-Leaf ""Portugal"", S.166b",,,,"Liszt, Franz",S.166b,IFL 467,A-flat major,1 album-leaf,1845,,,,1 minutes,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Portugal%27,_S.166b_(Liszt,_Franz)"
"Album-Leaf 'Prélude Omnitonique', S.166e",,,,"Liszt, Franz",S.166e,IFL 488,,1 album-leaf,1840s?,,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Pr%C3%A9lude_Omnitonique%27,_S.166e_(Liszt,_Franz)"
Album-Leaf 'Preludio',,,,"Liszt, Franz",S.165c,IFL 495,,1 album-leaf,1841,,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Preludio%27,_S.165c_(Liszt,_Franz)"
Album-Leaf 'Pressburg I',,,,"Liszt, Franz",S.163c,IFL 509,C minor,1 album-leaf,1839,,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Album-Leaf_%27Pressburg_I%27,_S.163c_(Liszt,_Franz)"
