,Work Title,Composer,Opus/Catalogue Number,I-Catalogue Number,Key,Movements/Sections,Composer Time Period,Piece Style,Instrumentation,url,Alternative Title,Year/Date of Composition,Name Translations,Authorities,Average Duration,First Publication,Dedication,Name Aliases,Language,Copyright Information
51585,Albumblätter,"Schumann, Robert",Op.124,IRS 5,,"20 pieces:
Impromptu
Leides Ahnung
Scherzino
Walzer
Fantasietanz
Wiegenliedchen
Ländler
Lied ohne Ende
Impromptu
Walzer
Romanze
Burla
Larghetto
Vision
Walzer
Schlummerlied
Elfe
Botschaft
Fantasiestück
Canon",Romantic,Romantic,Piano,"https://imslp.org/wiki/Albumbl%C3%A4tter_Op.124_(Schumann,_Robert)",Album Leaves,,,,,".
1854
Hofmeister's
Monatsbericht
(1854), p.483",,,,
280182,"Jesu, meine Freude","Bach, Johann Sebastian",BWV 753 ; BC K 124,IJB 338,D minor,1 chorale prelude (incomplete),Baroque,Baroque,Piano,"https://imslp.org/wiki/Jesu,_meine_Freude,_BWV_753_(Bach,_Johann_Sebastian)",Fragment,1723?,,,,,,,,
08410,Nocturne,"Scriabin, Aleksandr",,IAS 26,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Nocturne_(Scriabin,_Aleksandr)",,1886,,,,".
1953",,,,
70205,Piano Sonata No.7,"Mozart, Wolfgang Amadeus",K.309 ; K⁶.284b ; Op.4 No.1,IWM 407,C major,"3 movements:
1. Allegro con spirito
2. Andante un poco adagio
3. Rondo. Allegretto grazioso",Classical,Classical,Piano,"https://imslp.org/wiki/Piano_Sonata_No.7_in_C_major,_K.309/284b_(Mozart,_Wolfgang_Amadeus)",,1777,"Pianosonate nr. 7
;
Piano Sonata No. 7
;
Sonata para piano n.º 7
;
Sonata per pianoforte n. 7
;
ピアノソナタ第7番
;
Соната для фортепіано № 7
;
第7號鋼琴奏鳴曲
;
Sonata pentru pian nr. 7 (Mozart)
;
Sonata per a piano núm. 7 (Mozart)
;
Sonate Nr. 7 C-Dur KV 309
;
Sonate pour piano nº 7
;
Klaviersonate nr. 7 (Mozart)
;
Σονάτα για πιάνο No. 7
;
피아노 소나타 7번 (모차르트)","Wikipedia
;
BNF
:
147864066",,,,"K. 309
;
K. 284b
;
Pianosonate nr. 7 (Mozart)",,
02187,Prelude and Fugue in E minor,"Bach, Johann Sebastian",BWV 879 ; BC L 113,IJB 526,E minor,"2 movements:
Præludium
Fuga",Baroque,Baroque,Piano,"https://imslp.org/wiki/Prelude_and_Fugue_in_E_minor,_BWV_879_(Bach,_Johann_Sebastian)",,"1740 ca. in
Das wohltemperierte Klavier II
(No.10)","Prélude et fugue en mi mineur (BWV 879)
;
Präludium und Fuge e-moll BWV 879","WorldCat
;
VIAF
:
317087308
;
GND
:
1076375987
;
BNF
:
15085108r",,".
1801 or before",,,,
109385,English Suite No.5 in E minor,"Bach, Johann Sebastian",BWV 810 ; BC L 17,IJB 117,E minor,"7 movements:
1. Prélude
2. Allemande
3. Courante
4. Sarabande
5. Passepied I en Rondeau
6. Passepied II
7. Gigue",Baroque,Baroque,Piano,"https://imslp.org/wiki/English_Suite_No.5_in_E_minor,_BWV_810_(Bach,_Johann_Sebastian)",,1715-20,,,,".
1805-13 in
6 English Suites
(No.5)",,,,
00499,Waltzes,"Chopin, Frédéric",Op.64,IFC 119,,"3 waltzes:
1. Molto vivace (D-flat major), 'Minute Waltz'
2. Tempo giusto (C-sharp minor)
3. Moderato (A-flat major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Waltzes,_Op.64_(Chopin,_Fr%C3%A9d%C3%A9ric)",3 Valses pour le piano,1846-47,"Waltzes, Op. 64
;
Walce op. 64
;
Valses, opus 64
;
3 Valzer op. 64
;
Три вальса, соч. 64
;
Walzer, Op. 64","WorldCat
;
VIAF
:
838154387370630970001
;
LCCN
:
no98000324",,".
1847","see below
à Madame la Comtesse
Delfina Potocka
à Mme la Baronne
Charlotte de Rothschild
à Mlle la Comtesse
Katarzyna Branicka",,,
58219,Rondo,"Beethoven, Ludwig van",WoO 49,ILB 222,A major,1 (Allegretto),Classical,Classical,Piano,"https://imslp.org/wiki/Rondo,_WoO_49_(Beethoven,_Ludwig_van)",,1783,,,2.5 minutes,".
1784 in Neue Blumenlese für Klavierliebhaber",,,,
55009,Mazeppa,"Liszt, Franz",S.138 ; LW.A172/4a,IFL 246,D minor,1 piece,Romantic,Romantic,Piano,"https://imslp.org/wiki/Mazeppa,_S.138_(Liszt,_Franz)",,1840,,,,".
1847",Victor Hugo (1802–1885),,,
58147,Rondo a Capriccio,"Beethoven, Ludwig van",Op.129,ILB 218,G major,Allegro vivace,Classical,Classical,Piano,"https://imslp.org/wiki/Rondo_a_capriccio,_Op.129_(Beethoven,_Ludwig_van)","""Rage Over a Lost Penny""",1795,"Colère pour un sou perdu
;
Rage Over a Lost Penny
;
绮想轮旋曲
;
失われた小銭への怒り
;
Die Wut über den verlorenen Groschen
;
Vreden over den tabte øre
;
잃어버린 동전에 대한 분노
;
La collera per il soldo perduto sfogata in un Capriccio
;
Rondo a capriccio
;
Рондо соль мажор (Бетховен)
;
Οργή πάνω από μία χαμένη δεκάρα","WorldCat
;
Wikipedia
;
VIAF
:
173903432
;
LCCN
:
n85177037
;
GND
:
300016158
;
BNF
:
148179474",,".
1828",,"Rondo alla ingharese quasi un capriccio
;
Wuth über den verlornen Groschen ausgetobt in einer Kaprize
;
丢失一分钱的愤怒
;
失った小銭への怒り
;
なくした小銭への怒り
;
失くした小銭への怒り
;
Rondo a capriccio in G Major, Op. 129
;
Rage Over a Lost Penny, Vented in a Caprice
;
Rondo a capriccio, op. 129
;
La rabbia per il soldino perduto
;
Ροντό και καπρίτσιο σε Σολ μείζονα, έργο 129
;
Οργή για το χαμένο γρόσι",,
53592,Vier Impromptus,"Schubert, Franz",D.899 ; Op.90,IFS 366,,"4 impromptus:
1. Allegro molto moderato (C minor)
2. Allegro (E-flat major)
3. Andante (G-flat major)
4. Allegretto (A-flat major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/4_Impromptus,_D.899_(Schubert,_Franz)",,1827,,,,".
1827 (Nos.1-2)
1857 (Nos.3-4)",,,,
56889,"6 Variations on ""Salve tu Domine""","Mozart, Wolfgang Amadeus",K.398 ; K⁶.416e,IWM 614,F major,6,Classical,Classical,Piano,"https://imslp.org/wiki/5_Variations_on_%22Salve_tu_Domine%22,_K.398/416e_(Mozart,_Wolfgang_Amadeus)",,1783,"Six variations sur «Salve tu, Domine»
;
5 Variations on ""Salve tu Domine""","WorldCat
;
VIAF
:
176622006
;
GND
:
300199511
;
BNF
:
13915156f",,,,"KV 398
;
KV 416e
;
K. 398
;
K. 416e",,
24308,"12 Variations on ""Je suis Lindor""","Mozart, Wolfgang Amadeus",K.354 ; K⁶.299a,IWM 609,E-flat major,13,Classical,Classical,Piano,"https://imslp.org/wiki/12_Variations_on_%22Je_suis_Lindor%22,_K.354/299a_(Mozart,_Wolfgang_Amadeus)",,"1778, Paris",Douze variations sur «Je suis Lindor»,"WorldCat
;
VIAF
:
178824346
;
GND
:
300111827
;
BNF
:
13940805w",,".
1778 - Heina",,"KV 354
;
KV 299a
;
K. 354
;
K 299a",,
00366,6 Moments musicaux,"Schubert, Franz",D.780 ; Op.94,IFS 515,,"6 movements:
Moderato (C major)
Andantino (A
♭
major)
Allegro moderato (F minor)
Moderato (C
♯
minor)
Allegro vivace (F minor)
Allegretto (A
♭
major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Moments_musicaux,_D.780_(Schubert,_Franz)","Moments Musicaux, Pensées musicales, Musical Moments",1823–28,,,,".
1828",,,,
51745,Piano Sonata No.20,"Beethoven, Ludwig van",Op.49 No.2,ILB 181,G major,"2 movements:
Allegro ma non troppo (G major)
Tempo di minuet (G major)",Classical,Classical,Piano,"https://imslp.org/wiki/Piano_Sonata_No.20,_Op.49_No.2_(Beethoven,_Ludwig_van)",Leichte Sonaten,1795-96,"Piano Sonata No. 20
;
Sonate pour piano nº 20 de Beethoven
;
Sonata per pianoforte n. 20
;
ピアノソナタ第20番
;
Соната для фортепиано № 20
;
Соната для фортепіано № 20
;
Sonata per a piano núm. 20
;
Σονάτα για πιάνο No. 20
;
피아노 소나타 20번
;
Sonata para piano n.º 20
;
第20號鋼琴奏鳴曲 (貝多芬)","Wikipedia
;
BNF
:
148111611",,".
1805",,"Piano Sonata No. 20 in G Major, Op. 49, No. 2",,
00761,Sinfonia in C major,"Bach, Johann Sebastian",BWV 787 ; BC L 42,IJB 854,C major,1 sinfonia,Baroque,Baroque,Piano,"https://imslp.org/wiki/Sinfonia_in_C_major,_BWV_787_(Bach,_Johann_Sebastian)",Sinfonia 1,"1723 in
Inventions and Sinfonias",,,,".
1801 in
15 Sinfonias, BWV 787-801
(No.1)",,,,
109678,Keyboard Sonata,"Haydn, Joseph",Hob.XVI:32,IJH 257,"board Sonata
Alt
ernative
.
Title
Klaviersonate Nr.47
Name Translations
Sonate pour piano nº 47 de Joseph haydn
Authorities
WorldCat
;
VIAF
:
292675295
;
BNF
:
14796981j
Composer
Haydn, Joseph
Opus/Catalogue Number
Op./Cat. No.
Hob.XVI:32
I-Catalogue Number
I-Cat. No.
IJH 257
Key
B minor","3 movements:
Allegro moderato (B minor)
Minuet (B major) - Trio (B minor)
Finale
. Presto (B minor)",Classical,Classical,Piano,"https://imslp.org/wiki/Keyboard_Sonata_in_B_minor,_Hob.XVI:32_(Haydn,_Joseph)",Klaviersonate Nr.47,1774-76 ca,Sonate pour piano nº 47 de Joseph haydn,"WorldCat
;
VIAF
:
292675295
;
BNF
:
14796981j",,,,,,
12823,Rondo,"Beethoven, Ludwig van",WoO 48,ILB 221,C major,1 (Allegretto),Classical,Classical,Piano,"https://imslp.org/wiki/Rondo,_WoO_48_(Beethoven,_Ludwig_van)",,1783?,,,,,,,,
00773,Sinfonia in A minor,"Bach, Johann Sebastian",BWV 799 ; BC L 54,IJB 851,A minor,1 sinfonia,Baroque,Baroque,Piano,"https://imslp.org/wiki/Sinfonia_in_A_minor,_BWV_799_(Bach,_Johann_Sebastian)",Sinfonia 13,"1723 in
Inventions and Sinfonias",,,,".
1801 in
15 Sinfonias, BWV 787-801
(No.13)",,,,
15557,Requiem für die Orgel,"Liszt, Franz",S.266 ; LW.E39,IFL 326,,"7 movements:
Reqiuem aeternam
Dies irae
Ricordare pie Jesu!
Sanctus
Benedictus
Agnus Dei
Postludium",Romantic,Romantic,Piano,"https://imslp.org/wiki/Requiem_f%C3%BCr_die_Orgel,_S.266_(Liszt,_Franz)",Requiem for the Organ,"1883
First Perf
ormance
.
1887 June 17, Rome",,,,".
1885",,,,
53755,12 German Dances,"Schubert, Franz",D.420,IFS 268,,12 dances & coda,Romantic,Romantic,Piano,"https://imslp.org/wiki/12_German_Dances,_D.420_(Schubert,_Franz)",,,,,,,,,,
109086,Fantasia and Fughetta,"Kirchhoff, Gottfried",(BWV 908),IGK 2,D major,"2 movements
Fantasia
Fughetta",Baroque,Baroque,Piano,"https://imslp.org/wiki/Fantasia_and_Fughetta_in_D_major,_BWV_908_(Bach,_Johann_Sebastian)",Fantasie und Fughetta,,,,,".
1839",,,,
13005,Mosonyis Grabgeleit,"Liszt, Franz",S.194 ; LW.A249,IFL 266,,1 piece,Romantic,Romantic,Piano,"https://imslp.org/wiki/Mosonyis_Grabgeleit,_S.194_(Liszt,_Franz)",Mosonyi gyázmenete,"1870
First Perf
ormance
.
Pest, 16 November 1870",,,,".
1871","Mihály Mosonyi (1815–1870), in memoriam",,,
475107,Partita,"Haydn, Joseph",Hob.XVI:14,IJH 329,D major,"3 movements
Allegro moderato (D major)
Minuet (D major) - Trio (D minor)
Presto (D major)",Classical,Classical,Piano,"https://imslp.org/wiki/Partita_in_D_major,_Hob.XVI:14_(Haydn,_Joseph)",Parthia ; Divertimento ; Klaviersonate Nr.16,1760–67,,,,".
1806",,,,
31553,Variation über einen Walzer von Diabelli,"Liszt, Franz",S.147 ; LW.A1,IFL 403,,1 variation,Romantic,Romantic,Piano,"https://imslp.org/wiki/Variation_on_a_Waltz_by_Diabelli,_S.147_(Liszt,_Franz)","Variation über ein Walzer von Diabelli
Variation on a Waltz by Diabelli
Variation sur une valse de Diabelli",1822,"Variation sur une valse de Diabelli
;
Variation on a Waltz by Diabelli
;
Variación sobre un vals de Diabelli
;
Variationen auf einen Walzer von Diabelli",Wikipedia,,".
1824",,,,
474246,Rondo,"Mozart, Wolfgang Amadeus",K.511,IWM 445,A minor,1 rondo,Classical,Classical,Piano,"https://imslp.org/wiki/Rondo_in_A_minor,_K.511_(Mozart,_Wolfgang_Amadeus)",Rondo No.3,1787-3-11,"Rondo for Piano No. 3
;
Rondò K 511
;
Rondó para piano n.º 3 (Mozart)
;
Rondo a-Moll
;
Rondo pour piano nº 3
;
론도 가단조","WorldCat
;
Wikipedia
;
VIAF
:
195807934
;
GND
:
300110537",,".
1787 – Vienna: Franz Anton Hoffmeister",,"K 511
;
KV 511
;
Rondo in A minor",,
56677,Minuet,"Mozart, Wolfgang Amadeus",K.2,IWM 303,F major,1 minuet,Classical,Classical,Piano,"https://imslp.org/wiki/Minuet_in_F_major,_K.2_(Mozart,_Wolfgang_Amadeus)",,1762,"Minueto en fa mayor, KV 2
;
Minuetto K 2
;
Minuet K 2
;
Menuet en fa majeur, KV 2","BNF
:
139149839",,".
1878",,"KV 2
;
K 2",,
472202,Keyboard Sonata,"Haydn, Joseph","Hob.XVI:41
; Op.37 No.2",IJH 259,"board Sonata
Alt
ernative
.
Title
Klaviersonate Nr.55
Composer
Haydn, Joseph
Opus/Catalogue Number
Op./Cat. No.
Hob.XVI:41
; Op.37 No.2
I-Catalogue Number
I-Cat. No.
IJH 259
Key
B-flat major","2 movements:
Allegro (B
♭
major)
Allegro di molto (B
♭
major)",Classical,Classical,Piano,"https://imslp.org/wiki/Keyboard_Sonata_in_B-flat_major,_Hob.XVI:41_(Haydn,_Joseph)",Klaviersonate Nr.55,1784,,,,".
1784",,,,
471965,Divertimento ; Divertimento 2,"Haydn, Joseph",Hob.XVI:11,IJH 195,G major,"3 movements:
Presto (G major)
Andante (G minor)
Minuet (G major) - Trio (E minor)",Classical,Classical,Piano,"https://imslp.org/wiki/Divertimento_in_G_major,_Hob.XVI:11_(Haydn,_Joseph)",Klaviersonate Nr.5,1767 or before,,,,,,,,
111837,Mazurkas,"Chopin, Frédéric",Op.7 ; CT 55-59,IFC 48,,"5 pieces:
Vivace (B
♭
major)
Vivo, ma non troppo (A minor)
Mazurka (no tempo indication) (F minor)
Presto (A
♭
major)
Vivo (C major),
senza fine
*",Romantic,Romantic,Piano,"https://imslp.org/wiki/Mazurkas,_Op.7_(Chopin,_Fr%C3%A9d%C3%A9ric)",,1824-31,"Mazurkas, Op. 7
;
マズルカ作品7 (ショパン)
;
Mazurki op. 7 (Chopin)
;
Mazurka's
;
Masurques op. 7
;
5 Mazurche op. 7
;
Μαζούρκες, έργο 7","WorldCat
;
Wikipedia
;
LCCN
:
no2001095828",,".
1833 – Leipzig:
Kistner",Paul Emile Johns (1798-1860),"Mazurka's, opus 7 (Chopin)
;
Μαζούρκες, Op. 7",,
03092,Piano Sonata No.12,"Beethoven, Ludwig van",Op.26,ILB 173,A-flat major,"4 movements:
Andante con variazioni (A
♭
major)
Scherzo. Allegro molto (A
♭
major) - Trio (D
♭
major)
Marcia funebre sulla morte d'un eroe. Maestoso andante (A
♭
minor)
Allegro (A
♭
major)",Classical,Classical,Piano,"https://imslp.org/wiki/Piano_Sonata_No.12,_Op.26_(Beethoven,_Ludwig_van)",(Funeral March),1800–01,"Piano Sonata No. 12
;
Klaviersonate Nr. 12
;
Sonata para piano n.º 12
;
سونات ۱۲ پیانو
;
Pianosonaatti nro 12
;
Sonate pour piano nº 12 de Beethoven
;
Sonata per pianoforte n. 12
;
ピアノソナタ第12番
;
Pianosonate nr. 12
;
XII Sonata fortepianowa Beethovena
;
Соната для фортепиано № 12
;
Соната для фортепіано № 12
;
Sonata per a piano núm. 12
;
Σονάτα για πιάνο No. 12
;
Piano Sonata No. 12 (Beethoven)
;
피아노 소나타 12번
;
第12號鋼琴奏鳴曲 (貝多芬)","WorldCat
;
Wikipedia
;
VIAF
:
177405871
;
LCCN
:
n81015457
;
GND
:
300016646
;
BNF
:
14832248r
;
NLA
:
35527973",20 minutes,".
1801","Karl Lichnowsky
(1761–1814)","Piano Sonata No. 12 in A-flat Major, Op. 26
;
Pianosonate nr. 12 (Beethoven)
;
Sonata para piano n.º 12 en la bemol mayor, Op. 26",,
490343,8 Minuets,"Mozart, Wolfgang Amadeus",K.315a ; K⁶.315g,IWM 314,Various,,Classical,Classical,Piano,"https://imslp.org/wiki/8_Minuets,_K.315a/315g_(Mozart,_Wolfgang_Amadeus)",,1779,,,,,,,German,
00357,Piano Sonata in A minor,"Schubert, Franz",D.845 (published as Op.42),IFS 589,A minor,"4 movements:
Moderato (A minor)
Andante poco mosso (C major)
Scherzo
. Allegro vivace —
Trio
. Un poco più lento (A minor)
Rondo
. Allegro vivace (A minor)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Piano_Sonata_in_A_minor,_D.845_(Schubert,_Franz)",Piano Sonata No.9; Piano Sonata No.16,1825 May,"ピアノソナタ第16番
;
Sonate pour piano nº 16
;
Piano Sonata in A minor, D. 845
;
Sonata para piano en la menor, D. 845
;
Sonata per a piano núm. 16 en la menor, D 845
;
Sonate für Klavier D.845","WorldCat
;
Wikipedia
;
VIAF
:
294155939
;
BNF
:
139112004",37 minutes,".
1826 −
Pennauer","Erzherzog Rudolph
von Österreich","Sonate D.845
;
Sonate pour piano d.845 de schubert
;
Sonata para piano en la menor D. 845
;
Sonata para piano en la menor D 845
;
Sonata para piano en la menor, D 845",,
06082,10 Mazurkas,"Scriabin, Aleksandr",Op.3,IAS 21,,"10 pieces
Tempo giusto in B minor
Allegretto non tanto in F-sharp minor
Allegretto in G minor
(Moderato) in E major
Doloroso in D-sharp minor
Scherzando in C-sharp minor
Con passione in E minor
Con moto in B-flat minor
Mazurka in G-sharp minor
Mazurka in E-flat minor",Romantic,Romantic,Piano,"https://imslp.org/wiki/10_Mazurkas,_Op.3_(Scriabin,_Aleksandr)",,1888-90,,,,".
1893 - Moscow: Jurgenson",,,,
86554,Mazurkas,"Chopin, Frédéric",Op.68 (Posthumous),IFC 59,see below,"4 mazurkas:
Vivace (C major)
Lento (A minor)
Allegro ma non troppo (F major)
Andantino (F minor)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Mazurkas,_Op.68_(Chopin,_Fr%C3%A9d%C3%A9ric)",,1826-1849,"Mazurkas, Op. 68
;
Masurques op. 68
;
4 Mazurche op. 68
;
Μαζούρκες, Op. 68","WorldCat
;
Wikipedia
;
VIAF
:
174742681
;
LCCN
:
n2005070873",,".
1855 – Paris:
J. Meissonnier fils
/ Berlin:
Schlesinger
(
Hofmeister's
Monatsbericht
(1855), p.823
) — Schlesinger",,"4 Mazurkas, Op. 68
;
Four Mazurkas, Op. 68",,
58318,Bülow-Marsch,"Liszt, Franz",S.230 ; LW.A326,IFL 47,,1 piece,Romantic,Romantic,Piano,"https://imslp.org/wiki/B%C3%BClow-Marsch,_S.230_(Liszt,_Franz)",,1883,,,,".
1884",Meiningen Hofkapelle,,,
00358,"Piano Sonata in D major,
Gasteiner","Schubert, Franz",D.850 (published as Op.53),IFS 590,D major,"4 movements:
Allegro vivace (D major)
Con moto (A major)
Scherzo
. Allegro vivace —
Trio
(D major)
Rondo
. Allegro moderato (D major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Piano_Sonata_in_D_major,_D.850_(Schubert,_Franz)",Piano Sonata No.11; Piano Sonata No.17,1825 August,"ピアノソナタ第17番
;
Sonate pour piano nº 17 de Schubert
;
Piano Sonata in D major, D. 850
;
Sonata per pianoforte n. 17
;
Sonata per a piano núm. 17 en re major, D 850 (Schubert)
;
Sonata para piano n.º 17 (Schubert)","WorldCat
;
Wikipedia
;
VIAF
:
292428994
;
BNF
:
13911202t",39 minutes,".
1826 −
Artaria","Carl Maria von Bocklet
(1801–1881)","Sonate pour piano n° 17 de Schubert
;
Sonate pour piano D.850 de Schubert
;
Piano Sonata No. 17 in D Major, Op. 53",,
471904,Partita,"Haydn, Joseph",Hob.XVI:6,IJH 331,G major,"4 movements:
Allegro (G major)
Minuet (G major) - Trio (G minor)
Adagio (G minor)
Allegro molto (G major)",Classical,Classical,Piano,"https://imslp.org/wiki/Partita_in_G_major,_Hob.XVI:6_(Haydn,_Joseph)",Divertimento ; Klaviersonate Nr.13,1760–66?,,,,,,,,
04398,Alla breve in D major,"Bach, Johann Sebastian",BWV 589 ; BC J 64,IJB 14,D major,1 piece,Baroque,Baroque,Piano,"https://imslp.org/wiki/Alla_breve_in_D_major,_BWV_589_(Bach,_Johann_Sebastian)",Allabreve in D (nach Johann David Heinichen),1709?,,,,".
1852 (Peters) or earlier",,,,
00760,Invention in B minor,"Bach, Johann Sebastian",BWV 786 ; BC L 41,IJB 840,B minor,1 invention,Baroque,Baroque,Piano,"https://imslp.org/wiki/Invention_in_B_minor,_BWV_786_(Bach,_Johann_Sebastian)",Inventio 15,"1723 in
Inventions and Sinfonias",,,,".
1801 in
15 Inventions
(No.15)",,,,
04469,8 Variations,"Liszt, Franz",S.148 ; LW.A3 ; Op.1,IFL 406,A-flat major,Theme + 8 variations,Romantic,Romantic,Piano,"https://imslp.org/wiki/8_Variations,_S.148_(Liszt,_Franz)",Huit Variations,1824,,,,".
Paris: Erard, 1825","Sébastien Érard
(1752–1831)",,,
58323,Hungarian Rhapsody No.14,"Liszt, Franz",S.244/14 ; LW.A132/14,IFL 176,F minor,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Hungarian_Rhapsody_No.14,_S.244/14_(Liszt,_Franz)","Lento, quasi marcia funebre",1846,"Hungarian Rhapsody No. 14
;
Ungarische Rhapsodie Nr. 14
;
第14號匈牙利狂想曲",Wikipedia,,".
1853",Hans von Bülow,,,
02189,Prelude and Fugue in F minor,"Bach, Johann Sebastian",BWV 881 ; BC L 115,IJB 536,F minor,"2 movements:
Præludium
Fuga",Baroque,Baroque,Piano,"https://imslp.org/wiki/Prelude_and_Fugue_in_F_minor,_BWV_881_(Bach,_Johann_Sebastian)",,"1740 ca. in
Das wohltemperierte Klavier II
(No.12)",Prélude et fugue en fa mineur (BWV 881),"WorldCat
;
Wikipedia
;
VIAF
:
189360368
;
GND
:
300842023
;
BNF
:
14008556n",,".
1801 or before",,,,
67716,Hungarian Rhapsody No.3,"Liszt, Franz",S.244/3 ; LW.A132/3,IFL 165,B-flat major,1 rhapsody,Romantic,Romantic,Piano,"https://imslp.org/wiki/Hungarian_Rhapsody_No.3,_S.244/3_(Liszt,_Franz)",Andante,1847,"Hungarian Rhapsody No. 3
;
Ungarische Rhapsodie Nr. 3
;
第3號匈牙利狂想曲
;
უნგრული რაფსოდია №3",Wikipedia,,".
1853",Count Leo Festetics (1800–1884),,,
01337,Passacaglia in C minor,"Bach, Johann Sebastian",BWV 582 ; BC J 79,IJB 468,C minor,1 (21 variations and fugue immediately starting after last variation),Baroque,Baroque,Piano,"https://imslp.org/wiki/Passacaglia_in_C_minor,_BWV_582_(Bach,_Johann_Sebastian)",Passacaglia and Thema Fugatum,1708-12?,"Passacaglia c-Moll
;
Pasakaljo c-minora
;
Passacaglia og fuge i c-moll
;
パッサカリアとフーガ
;
Passacaglia a fuga c moll, BWV 582
;
Passacaglia a fúga c mol
;
Passacaille et fugue en do mineur
;
Passacaglia and Fugue in C minor, BWV 582
;
Passacaglia y Fuga en Do menor, BWV 582
;
Passacaglia e tema fugato in do minore
;
Passacaglia i c-moll
;
Passacaglia c-moll
;
פסקליה ופוגה בדו מינור
;
Passacaglia et Fuga in C molli, BWV 582
;
파사칼리아와 푸가 다단조
;
Пассакалья и фуга до минор (BWV 582)
;
Пасакалія і фуга до мінор","WorldCat
;
Wikipedia
;
VIAF
:
189338155
;
GND
:
300010370
;
BNF
:
13909698h",13 minutes,".
1846 or earlier
Hofmeister's
Monatsbericht
(1846), p.21
(pf4h arr.)",,"Pasakljo c-minora
;
BC J79
;
Passacaglia c mol
;
Passacaglia a fúga c mol, BWV 582
;
BWV582
;
Passacaille et fugue en do mineur BWV 582
;
Passacaglia e fuga in do minore
;
Passacaglia und Fuga c-moll
;
Passacaglia and Fugue in C minor",,
08386,"4 Preludes, Op.37","Scriabin, Aleksandr",Op.37,IAS 67,,4,Romantic,Early 20th century,Piano,"https://imslp.org/wiki/4_Preludes,_Op.37_(Scriabin,_Aleksandr)",,1903,,,,,,,,
