,Work Title,Composer,Opus/Catalogue Number,I-Catalogue Number,Key,Movements/Sections,Composer Time Period,Piece Style,Instrumentation,url,Alternative Title,First Publication,Name Translations,Name Aliases,Authorities,Year/Date of Composition,Dedication,Average Duration,Copyright Information,Language,Librettist
00537,Barcarolle No.9,"Fauré, Gabriel",Op.101,IGF 15,A minor,1 barcarolle,Romantic,Romantic,Piano,"https://imslp.org/wiki/Barcarolle_No.9_Op.101_(Faur%C3%A9,_Gabriel)",,".
1909",,,,1908-09,Mme Charles Neef,,,,
365306,La Gazelle,"Kullak, Theodor",Op.22,ITK 13,F major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/La_Gazelle,_Op.22_(Kullak,_Theodor)",Pièce caractéristique,".
1845 – Berlin: Guttentag
(
Hofmeister's
Monatsbericht
(1845), p.22
)",,,,,,,,,
10623,Variations sur un Air Russe,"Mayer, Charles",Op.41,ICM 92,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Variations_sur_un_Air_Russe_No.2,_Op.41_(Mayer,_Charles)",,".
1836",,,,,,,,,
12359,30 Etudes progressives,"Heller, Stephen",Op.46,ISH 25,,30 studies,Romantic,Romantic,Piano,"https://imslp.org/wiki/30_Etudes_Progressives,_Op.46_(Heller,_Stephen)",30 Progressive Studies,,,,,,,,,,
13175,"Louise, Op.9","Ascher, Joseph",Op.9,IJA 28,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Louise,_Op.9_(Ascher,_Joseph)",Louise - Polka brillante,,,,,,Madame La Baronne L. de Malet,,,,
93783,La sérénade,"Hiller, Ferdinand",Op.11,IFH 57,B minor,3,Romantic,Romantic,Piano,"https://imslp.org/wiki/La_s%C3%A9r%C3%A9nade,_Op.11_(Hiller,_Ferdinand)","La sérénade: Prélude, romance et finale pour le pianoforte",".
1833 – Leipzig:
Friedrich Hofmeister",,,,,Madame de xxx,,,,
204871,Treue Liebe,"Lange, Gustav",Op.29,IGL 86,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Treue_Liebe,_Op.29_(Lange,_Gustav)",Melodie ; Vision céleste ; Amor costante,".
1867 – Berlin: Bote u. Bock",,,,,,,,,
46725,"Au Rouet, Op.85","Godard, Benjamin",Op.85,IBG 5,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Au_rouet,_Op.85_(Godard,_Benjamin)",,,,,,,,,,,
267372,Les Cinq Doigts,"Czerny, Carl",Op.777,ICC 22,,24,Romantic,Romantic,Piano,"https://imslp.org/wiki/Les_Cinq_Doigts,_Op.777_(Czerny,_Carl)","24 Excercices sur les 5 Notes
24 Uebungsstücke bei stillstehender rechter Hand / Exercices sur cinq notes, pour le jeu lié de la main droite",".
1846 or earlier",,,,,,,,,
428363,Esquisse mélodique sur la Romance 'Rappele-Toi',"Kontski, Anton de",Op.99,IAK 5,E-flat major,1 (Introduction. Maestoso — Andantino espressivo assai),Romantic,Romantic,Piano,"https://imslp.org/wiki/Esquisse_m%C3%A9lodique_sur_la_Romance_%27Rappele-Toi%27,_Op.99_(Kontski,_Anton_de)",,".
1852 ca.",,,,,,5 minutes,,,
412582,Symphonie Romane,"Widor, Charles-Marie",Op.73,ICW 40,D major,"4 movements
1. Moderato (
= 76)
2. Choral (Adagio.
= 80)
3. Cantilène (Lento - Un poco agitato - Tempo I°)
4. Final (Allegro.
= 112)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Symphonie_Romane,_Op.73_(Widor,_Charles-Marie)",Organ Symphony No.10 ; Symphonie X,".
1900",,,,1899,Ad Memoriam Sancti Saturnini Tolosensis,35 minutes,,,
484132,Dulce et utile,"Cramer, Johann Baptist",Op.55 ; M.3.04,IJC 12,,"6 studies:
Allegretto non tanto ed espressivo (A major)
Moderato grazioso (F major)
Allegro giocoso e brillante (C major)
Allegro con brio (G major)
Moderato espressivo assai (F minor)
Toccatina. Presto (A-flat major)",Classical,Romantic,Piano,"https://imslp.org/wiki/Dulce_et_utile,_Op.55_(Cramer,_Johann_Baptist)","Dulce et utile ou Six petites Etudes pour le Piano forte
Dulce et utile: consisting of six movements, intended as (moderately difficult) practice for the piano forte",".
London: For the Author-Stationers Hall (British copyright office) 19 Dec 1815",,,,,"Hélène Montgeroult
(?)",,,,
451148,Prelude and Fugue in E minor,"Pachelbel, Johann",P.416 ; T.228,IJP 216,E minor,"2 sections
Prelude
Fugue",Baroque,Baroque,Piano,"https://imslp.org/wiki/Prelude_and_Fugue_in_E_minor,_P.416_(Pachelbel,_Johann)",,".
1903 or before",,,,,,,,,
51542,Arabeske,"Schumann, Robert",Op.18,IRS 9,C major,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Arabeske,_Op.18_(Schumann,_Robert)",Arabeske in C major,,"Arabeske op. 18
;
アラベスク (シューマン)
;
Arabeszk
;
Arabesk i C-dur, op. 18","Arabeske, Op. 18
;
Arabeske en do mayor, Op. 18","WorldCat
;
Wikipedia
;
VIAF
:
180961626
;
LCCN
:
nr92024576
;
GND
:
300144474
;
BNF
:
13918953b",,,,,,
03123,Adagio in E major,"Schubert, Franz",D.612,IFS 23,E major,Adagio,Romantic,Romantic,Piano,"https://imslp.org/wiki/Adagio_in_E_major,_D.612_(Schubert,_Franz)",,".
1869 - Winterthur:
J. Rieter-Biedermann",,,,1818 (April),,,,,
114891,Waltz,"Chopin, Frédéric",Op.42,IFC 113,A-flat major,1 waltz (Vivace),Romantic,Romantic,Piano,"https://imslp.org/wiki/Waltz_in_A-flat_major,_Op.42_(Chopin,_Fr%C3%A9d%C3%A9ric)",,".
1840","Waltz No. 5 in A-flat major, Op. 42
;
ワルツ第5番 (ショパン)
;
Большой вальс, соч. 42
;
Grande Valzer op. 42
;
Vals en la bemoll major
;
왈츠, Op. 42
;
Vals en la bemol mayor, op. 42
;
والس در لا بمل ماژور","Waltz in A-flat Major, Op. 42","WorldCat
;
Wikipedia
;
LCCN
:
no96049320",1840,,,,,
32945,Jeux de sons,"Rebikov, Vladimir",,IVR 32,,"3 pieces
Allegretto
Allegro
Allegretto",Romantic,Romantic,Piano,"https://imslp.org/wiki/Jeux_des_sons_(Rebikov,_Vladimir)",,".
1913",,,,,,,,,
27752,Piano Sonata No.1,"Beethoven, Ludwig van",Op.2 No.1,ILB 162,F minor,"4 movements:
Allegro (F minor)
Adagio (F major)
Minuet.
Allegretto (F minor) - Trio (F major)
Prestissimo (F minor)",Classical,Classical,Piano,"https://imslp.org/wiki/Piano_Sonata_No.1,_Op.2_No.1_(Beethoven,_Ludwig_van)",,".
1796 (March) - Vienna: Artaria","Piano Sonata No. 1
;
Sonata per a piano núm. 1
;
Klaviersonate Nr. 1
;
Sonata para piano n.º 1
;
Pianosonaatti nro 1
;
Sonate pour piano nº 1 de Beethoven
;
Sonata per pianoforte n. 1
;
ピアノソナタ第1番
;
Pianosonate nr. 1
;
I Sonata fortepianowa Beethovena
;
Соната для фортепиано № 1
;
Соната для фортепіано № 1
;
피아노 소나타 1번
;
Клавирска Соната бр. 1
;
Πιάνο Σονάτα No. 1
;
سونات شماره ۱ پیانو (بتهوون)
;
第1號鋼琴奏鳴曲 (貝多芬)","Piano Sonata No. 1 in F Minor, Op. 2, No. 1
;
Pianosonate nr. 1 (Beethoven)
;
Sonata para piano n.º 1 en fa menor, Op. 2","WorldCat
;
Wikipedia
;
VIAF
:
179625665
;
LCCN
:
no91029512
;
GND
:
300016506
;
BNF
:
147867270",1793-95,"Joseph Haydn
(1732–1809)",18 minutes,,,
00349,Piano Sonata in C major,"Schubert, Franz",D.279,IFS 575,C major/A minor,"3 movements:
Allegro moderato (C major)
Andante (F major)
Menuetto
. Allegro vivace —
Trio
(A minor)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Piano_Sonata_in_C_major,_D.279_(Schubert,_Franz)",Piano Sonata No.2,".
1888 –
Franz Schubert's Werke",,,,1815 September,,19 minutes,,,
55173,"Polacca, Op.19","Martucci, Giuseppe",Op.19,IGM 58,A major,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Polacca,_Op.19_(Martucci,_Giuseppe)",,,,,,,,,,,
08525,Piano Sonata No.4,"Heller, Stephen",Op.143,ISH 78,B-flat minor,4,Romantic,Romantic,Piano,"https://imslp.org/wiki/Piano_Sonata_No.4,_Op.143_(Heller,_Stephen)",,,,,,,Hippolyte Barbedette,,,,
521114,Blätter und Blüten,"Spindler, Fritz",Op.123,IFS 5,,"10 pieces:
Frühlingsboten
Duftendes Veilchen
Liebeslied
Knospe
Gazelle
Efeublatt
Jagdstück
Maurischer Tanz
Kriegerzug
Fliegendes Blatt (Flying Leaf)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Bl%C3%A4tter_und_Bl%C3%BCten,_Op.123_(Spindler,_Fritz)","Blätter und Blüthen, 10 Characterstücke für Piano",".
1861",,,,,"To his sons Arthur, Victor, Reinhold and Erwin",,,,
08531,"21 Etudes Speciales after Chopin, Op.154","Heller, Stephen",Op.154,ISH 26,,"21
Scherzo, Op.31
(IDEM)
(IDEM)
Impromptu, Op.29
Nocturne, Op.15/1
Ballade, Op. 23
(IDEM)
Scherzo, Op.20
(IDEM)
Etude, Op.25/1
Impromptu, Op.29
(IDEM)
Prelude, Op.28/21
Etude, Op.25/6
Etude, Op.25/12
Ballade, Op. 47
Nocturne, Op.9/1
Etude, Op.10/1
(IDEM)
Sonata, Op.35 and Etude, Op.10/11
Impromptu, Op.29
Adieu. Etude, Op. 10/3",Romantic,Romantic,Piano,"https://imslp.org/wiki/21_%C3%89tudes_sp%C3%A9ciales_apr%C3%A8s_Chopin,_Op.154_(Heller,_Stephen)",,,,,,,,,,,
411371,Leichte charakteristische Etüden,"Schytte, Ludvig",Op.95,ILS 28,,12,Romantic,Romantic,Piano,"https://imslp.org/wiki/Leichte_charakteristische_Et%C3%BCden,_Op.95_(Schytte,_Ludvig)",,".
1897 or earlier",,,,,,,,,
87056,Aufforderung zum Tanze,"Weber, Carl Maria von",Op.65 ; J.260,ICW 6,D-flat major,Moderato—Allegro vivace—Moderato,Romantic,Romantic,Piano,"https://imslp.org/wiki/Aufforderung_zum_Tanze,_Op.65_(Weber,_Carl_Maria_von)",Invitation to the dance ; Invitation pour la valse ; Rondeau brillant,".
1821 – Paris:
M. Schlesinger","Aufforderung zum Tanz
;
舞踏への勧誘
;
Zaproszenie do tańca
;
Invitation à la danse
;
Invitación a la danza
;
Invitation to the Dance
;
Invito alla danza
;
무도에의 권유
;
邀舞","舞踏への招待
;
ぶとうへのかんゆう
;
ぶとうへのしょうたい
;
Rondo brillant pour piano
;
Invitation à la valse
;
Invitacion a la danza
;
Rondo brillant für das Pianoforte
;
Invitation to the Waltz","WorldCat
;
Wikipedia
;
VIAF
:
232441134
;
GND
:
300171404
;
BNF
:
13913877v",1819,"Caroline Brandt
, composer's wife",6 minutes,,,
363429,Minuetto,"Busoni, Ferruccio",Op.14 ; BV 77,IFB 34,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Minuetto,_Op.14,_BV_77_(Busoni,_Ferruccio)",,,,,,1878,,,,,
503992,Valse brillante de Concert,"Mayer, Charles",Op.224,ICM 96,A major,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Valse_brillante_de_Concert,_Op.224_(Mayer,_Charles)",,,,,,,Guillaume de Homolacz,,,,
05999,Monologe - 12 Stücke für Orgel,"Reger, Max",Op.63,IMR 134,,"12 movements:
Heft 1:
1. Präludium c-moll
2. Fuge C-Dur
3. Canzone g-moll
4. Capriccio a-moll
Heft 2:
5. Introduktion f-Moll
6. Passacaglia f-moll
7. Ave Maria A-Dur
8. Fantasie C-Dur
Heft 3:
9. Toccata e-moll
10. Fuge e-moll
11. Canon D-Dur
12. Scherzo d-moll",Romantic,Romantic,Piano,"https://imslp.org/wiki/Monologe_f%C3%BCr_Orgel,_Op.63_(Reger,_Max)",Monologue - 12 Pieces for Organ,".
1902",,,,1901-02,"(Each Volume Individually)
Heft 1:
Herrn Dr. Hermann Dettmer zugeignet.
Heft 2:
Herrn
Hermann Robert Frenzel
(Robert Frenzel) zugeeignet.
Heft 3:
Herrn Richard Jung zugeeignet.",,,,
10318,"Chant d'Automne, Op.26","Lyapunov, Sergey",Op.26,ISL 3,F-sharp minor,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Chant_d%27automne,_Op.26_(Lyapunov,_Sergey)",,".
1906",,,,,À mademoiselle Sophie Chipilow,,,,
16244,Deux mélodies pour le piano,"Rubinstein, Anton",Op.3,IAR 45,,"2 pieces:
Moderato assai (F major)
Andante (B major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/2_M%C3%A9lodies,_Op.3_(Rubinstein,_Anton)",,".
1852 - St. Petersburg: M. Bernard",,,,1852 or before,"À Son Altesse Impériale Madame la
Grande-Duchesse Hélène Pawlowna",,,,
124535,El Cocoyé,"Gottschalk, Louis Moreau",Op.80,ILG 22,F-sharp major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/El_Cocoy%C3%A9,_Op.80_(Gottschalk,_Louis_Moreau)",Grande Caprice cubain di bravura,".
1873?",,,,"1853, Havana",Adolphe Quesada,,,,
08498,Tarantelle,"Heller, Stephen",Op.87,ISH 110,E minor,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Tarantelle,_Op.87_(Heller,_Stephen)",3rd Tarantella,".
1855 (Senff)",,,,,"Wilhelmine Clauss-Szarvady
(1834–1907)",,,,
09579,Piano Sonata No.7,"Hummel, Johann Nepomuk",,IJH 58,G major,"2 movements
Allegro con spirito
Allegro",Classical,Classical,Piano,"https://imslp.org/wiki/Piano_Sonata_No.7_(Hummel,_Johann_Nepomuk)",,,,,,1795,,9-11 minutes,,,
76818,Hungarian Rhapsody No.6,"Liszt, Franz",S.244/6 ; LW.A132/6,IFL 168,D-flat major,1 piece,Romantic,Romantic,Piano,"https://imslp.org/wiki/Hungarian_Rhapsody_No.6,_S.244/6_(Liszt,_Franz)",Tempo giusto,".
1853","Hungarian Rhapsody No. 6
;
ハンガリー狂詩曲第6番
;
Ungarische Rhapsodie Nr. 6
;
第6號匈牙利狂想曲
;
Rapsodia húngara n.º 6 (Liszt)
;
Венгерская рапсодия № 6",,"WorldCat
;
Wikipedia
;
LCCN
:
no97074067",1847,Count Anton Apponyi,,,,
97926,Impromptu-Fantaisie,"Martucci, Giuseppe",Op.56,IGM 23,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Impromptu-Fantaisie,_Op.56_(Martucci,_Giuseppe)",,,,,,,,,,,
08262,"Rondo Espagnol, Op.24","Moscheles, Ignaz",Op.24,IIM 63,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Rondo_Espagnol,_Op.24_(Moscheles,_Ignaz)",,,,,,,Comtesse de Palme,,,,
114999,Tarantella,"Chopin, Frédéric",Op.43 ; CT 205,IFC 104,A-flat major,Presto,Romantic,Romantic,Piano,"https://imslp.org/wiki/Tarantella,_Op.43_(Chopin,_Fr%C3%A9d%C3%A9ric)",,".
1841","タランテラ
;
Tarantelle in A-flat major, Op. 43
;
Tarantela
;
Tarantella op. 43
;
Tarantel·la
;
Tarantelo en A-bemolo-maĵoro",Tarantela de Chopin,"WorldCat
;
Wikipedia
;
LCCN
:
no99014551",1841,,3 minutes,,,
12823,Rondo,"Beethoven, Ludwig van",WoO 48,ILB 221,C major,1 (Allegretto),Classical,Classical,Piano,"https://imslp.org/wiki/Rondo,_WoO_48_(Beethoven,_Ludwig_van)",,,,,,1783?,,,,,
109190,Piano Sonata No.2,"Mendelssohn, Felix","Op.105 ; MWV
U 30",IFM 132,G minor,"3 movements:
Allegro (171 bars)
Adagio cantabile e lento (155 bars)
Presto (220 bars)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Piano_Sonata_No.2,_Op.105_(Mendelssohn,_Felix)",,".
1868 - Leipzig/Winterthur // London // Paris",,,,1821,,18 minutes,,,
357608,Souvenir d'Espagne,"Mayer, Charles",Op.118,ICM 77,F minor,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Souvenir_d%27Espagne,_Op.118_(Mayer,_Charles)",Bolero,".
1849 – Leipzig:
C.F.W. Siegel",,,,,,,,,
10328,Variations on a Georgian Theme,"Lyapunov, Sergey",Op.60,ISL 53,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Variations_on_a_Georgian_Theme,_Op.60_(Lyapunov,_Sergey)",,,,,,1914-1915,,12 minutes,,,
451943,Magnificat Fugue,"Pachelbel, Johann",P.327 ; T.166,IJP 174,F major,1 fugue,Baroque,Baroque,Piano,"https://imslp.org/wiki/Magnificat_Fugue,_P.327_(Pachelbel,_Johann)","Magnificat sexti toni, Magnificat-fugue, mode VI (no.2)",".
1901 in
Compositionen zumeist Fugen über das Magnificat
(No.66)",,,,,,,,,
10698,Fantasia on Motives from 'Nabucodonosor' e 'I Lombardi',"Moscheles, Ignaz",,IIM 23,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Fantasia_sur_%27Nabucodonosor%27_(Moscheles,_Ignaz)",,,,,,,,,,,
24308,"12 Variations on ""Je suis Lindor""","Mozart, Wolfgang Amadeus",K.354 ; K⁶.299a,IWM 609,E-flat major,13,Classical,Classical,Piano,"https://imslp.org/wiki/12_Variations_on_%22Je_suis_Lindor%22,_K.354/299a_(Mozart,_Wolfgang_Amadeus)",,".
1778 - Heina",Douze variations sur «Je suis Lindor»,"KV 354
;
KV 299a
;
K. 354
;
K 299a","WorldCat
;
VIAF
:
178824346
;
GND
:
300111827
;
BNF
:
13940805w","1778, Paris",,,,,
39061,10 Pieces for Piano,"Reger, Max",Op.79a,IMR 162,,10,Romantic,Early 20th century,Piano,"https://imslp.org/wiki/10_Pieces_for_Piano,_Op.79a_(Reger,_Max)",,".
1904 ca.",,,,1900-1904,,,,,
485035,Nun lob mein Seel' den Herren,"Buxtehude, Dietrich",BuxWV 214,IDB 125,G major,1 chorale prelude (2 sections),Baroque,Baroque,Piano,"https://imslp.org/wiki/Nun_lob_mein_Seel%27_den_Herren,_BuxWV_214_(Buxtehude,_Dietrich)",Now my soul praised the Lord,".
1875-76",,,,,,,,,
236747,Pêle-Mêle,"Schütt, Eduard",Op.41,IES 42,,"8
En campagne
Solitude
Petite Sérénade
Arrivée du Prince charmant
Préambule du Bal
Pas lent
Un peu coquette
Finale",Romantic,Romantic,Piano,"https://imslp.org/wiki/P%C3%AAle-M%C3%AAle,_Op.41_(Sch%C3%BCtt,_Eduard)",8 Morceaux pour Piano,".
1894 – London:
Augener",,,,,,,,,
07199,Cloches - Suite for Piano,"Blumenfeld, Felix",Op.40,IFB 3,,"3 movements:
Cloches et Clochettes ; Glocken und Glöckchen ; Колокола и Колокольчики (E major)
Glas funèbre ; Trauerglocken ; Звонь погребальный (C
♯
minor)
Cloches triomphales ; Feuerliche Glocken ; Звонь торжественный (D
♭
major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Cloches_-_Suite_for_Piano,_Op.40_(Blumenfeld,_Felix)",Glocken ; Звоны,".
1909",,,,,,,,,
07192,Suite Polonaise No.2,"Blumenfeld, Felix",Op.31,IFB 43,A major,"4 pieces:
Krakovienne ; Krakowiak (A major)
Kujawiak ; Obertas (E major)
Mazourka ; Mazurek (F
♯
minor)
Polonaise (A major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Suite_Polonaise_No.2,_Op.31_(Blumenfeld,_Felix)",Deuxième suite polonaise ; Вторая Польская Сюита для фортепиано,".
1901",,,,,"Ignacy Jan Paderewski
(1860–1941)",,,,
02451,Piano Sonata No.3,"MacDowell, Edward",Op.57,IEM 36,D minor,"3
I. Impressively, at times with impetuous vigor - Mesto, ma con passione (
= about 46) — Brioso (
= about 69)
II. Mournfully, yet with great tenderness - Tristamente, ma con tenerezza (
= about 50)
III. With much character and fire - Allegro con fuoco (
= about 138)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Piano_Sonata_No.3,_Op.57_(MacDowell,_Edward)",Norse,".
1900 – Boston:
Arthur P. Schmidt",,,,,Edvard Grieg,17 minutes,,,
54216,Keyboard Sonata in F major,"Bach, Carl Philipp Emanuel",H.130 ; Wq.55/2,ICB 130,"board Sonata in F major
Alt
ernative
.
Title
Composer
Bach, Carl Philipp Emanuel
Opus/Catalogue Number
Op./Cat. No.
H.130 ; Wq.55/2
I-Catalogue Number
I-Cat. No.
ICB 130
Key
F major",,Classical,Classical,Piano,"https://imslp.org/wiki/Keyboard_Sonata_in_F_major,_H.130_(Bach,_Carl_Philipp_Emanuel)",,".
1779 (in
Sechs Clavier-Sonaten für Kenner und Liebhaber
, II)",,,,1758,,,,,
451108,Prelude in A major,"Pachelbel, Johann",P.411 ; T.226,IJP 217,A major,1 prelude,Baroque,Baroque,Piano,"https://imslp.org/wiki/Prelude_in_A_major,_P.411_(Pachelbel,_Johann)",,".
1903 or before",,,,,,,,,
03246,"Barcarolle in E minor, Op.14","Scharwenka, Xaver",Op.14,IXS 6,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Barcarolle,_Op.14_(Scharwenka,_Xaver)",,,,,,,To Mlle.  Anna Mehlig,,,,
08568,Triakontameron,"Godowsky, Leopold",,ILG 43,,"30 pieces in 6 volumes, plus an Epilog
Volume I
1.
Nocturnal Tangier
2.
Sylvan Tyrol
3.
Paradoxical Moods
4.
Rendezvous
5.
Twilight Phantasms
Volume II
6.
The Pleading Troubadour
7.
Yesteryear
8.
A Watteau Paysage
9.
Enchanted Glen
10.
Resignation
Volume III
11.
Alt-Wien
[also arranged for 2 pianos]
12.
Ethiopian Serenade
13.
Terpsichorean Vindobona
14.
Whitecaps
15.
The Temptress
Volume IV
16.
An Old Ballade
17.
An American Idyl
18.
Anachronisms
19.
A Little Tango Rag
20.
Whirling Dervishes
Volume V
21.
The Salon
22.
An Epic
23.
The Music-Box
24.
Lullaby
25.
Memories
Volume VI
26.
The Cuckoo Clock
27.
Lament
28.
Quixotic Errantry
29.
Poëme Macabre
30.
Requiem
(1914/1918)
Epilog",Early 20th century,Early 20th century,Piano,"https://imslp.org/wiki/Triakontameron_(Godowsky,_Leopold)",30 Moods and Scenes in Triple Measure,".
1920",,,,1919–20,,,,,
388860,Illustration de 'l'Opéra Martha' de Flotow,"Ascher, Joseph",Op.77,IJA 27,A-flat major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Illustration_de_l%27op%C3%A9ra_%27Martha%27,_Op.77_(Ascher,_Joseph)",,,,,,,"à
Wilhelm Kuhe",,,,
328458,Galop pour piano,"Ketterer, Eugène",Op. Posthumous,IEK 52,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Le_postillon_(Ketterer,_Eug%C3%A8ne)",,".
1877 – Paris:
Léon Grus",,,,,À Mademoiselle Noélie Bigot,,"Publication noted in the
Bibliographie de la France
(2d Series, Vol.21, No.2, 13 January 1877, p.25, reg. no.59).",,
268344,"Menuet, Op.4","Ruthardt, Adolf",Op.4,IAR 13,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Menuet,_Op.4_(Ruthardt,_Adolf)",,".
1872 ca.",,,,,a mon Ami J. Schiffmacher,,,,
453530,Magnificat Fugue,"Pachelbel, Johann",P.309 ; T.148,IJP 156,E Phrygian mode (E minor),1 fugue,Baroque,Baroque,Piano,"https://imslp.org/wiki/Magnificat_Fugue,_P.309_(Pachelbel,_Johann)","Magnificat quarti toni, Magnificat-fugue, mode IV (no.4)",".
1901 in
Compositionen zumeist Fugen über das Magnificat
(No.48)",,,,,,,,,
268587,6 Ländler,"Ruthardt, Adolf",Op.35,IAR 10,,6,Romantic,Romantic,Piano,"https://imslp.org/wiki/6_L%C3%A4ndler,_Op.35_(Ruthardt,_Adolf)",,".
1893 – Leipzig:
Fritz Schuberth jr.",,,,,,,,,
35582,Improvisationen,"Jadassohn, Salomon",Op.75,ISJ 16,,6,Romantic,Romantic,Piano,"https://imslp.org/wiki/Improvisationen,_Op.75_(Jadassohn,_Salomon)",,".
1884 ?",,,,,Fräulein Fanny Horowitz,,,,
25151,Adagio,"Mozart, Wolfgang Amadeus",K.540,IWM 7,B minor,1,Classical,Classical,Piano,"https://imslp.org/wiki/Adagio_in_B_minor,_K.540_(Mozart,_Wolfgang_Amadeus)",,".
1788 or 1794","Adagio in B minor
;
Adagio en si menor (Mozart)
;
Adagio en si mineur
;
Adagio_in_B_minor, K.540
;
아다지오 나단조","KV 540
;
Adagio para piano (Mozart)","WorldCat
;
Wikipedia
;
VIAF
:
183070282
;
LCCN
:
n81063053
;
GND
:
300106904
;
BNF
:
13915265p
;
NLA
:
35406828","1788-3-19, Vienna",,,,,
54286,Keyboard Sonata in B minor,"Bach, Carl Philipp Emanuel",Wq.65/13 ; H.32.5,ICB 101,"board Sonata in B minor
Alt
ernative
.
Title
Composer
Bach, Carl Philipp Emanuel
Opus/Catalogue Number
Op./Cat. No.
Wq.65/13 ; H.32.5
I-Catalogue Number
I-Cat. No.
ICB 101
Key
B minor",,Classical,Classical,Piano,"https://imslp.org/wiki/Keyboard_Sonata_in_B_minor,_H.32.5_(Bach,_Carl_Philipp_Emanuel)",,".
1861 or 1872",,,,1743,,,,,
360060,Les Rêves [Сны],"Rebikov, Vladimir",Op.15,IVR 50,,"5 pieces
Naïade [Царевна морская]
Les Démons s’amusent [Забава демонов]
Le Faune [Фавн]
La Néréïde [Нереида]
Dans la forêt [В лесу]",Romantic,Romantic,Piano,"https://imslp.org/wiki/Les_r%C3%AAves,_Op.15_(Rebikov,_Vladimir)",5 Mélomimiques,".
1900 – Moscow:
P. Jurgenson",,,,,,,,,
335613,Le rossignol,"Liszt, Franz","S.249d ; LW.A66/1 (1st version)
S.250/1 ; LW.A86/1 (2nd version)",IFL 337,,1 piece,Romantic,Romantic,Piano,"https://imslp.org/wiki/Le_rossignol,_S.250/1_(Liszt,_Franz)",Solovei ; The Nightingale (Air russe de A. Alabieff),".
1842 (1st version)
1853 (2nd version)",,,,"1842 (1st version)
1853 (2nd version)",,,,,
23163,4 Klavierstücke,"Brahms, Johannes",Op.119,IJB 46,see below,"4 pieces:
Intermezzo
. Adagio (B minor)
Intermezzo
. Andantino un poco agitato (E minor)
Intermezzo
. Grazioso e giocoso (C major)
Rhapsody
. Allegro risoluto (E
♭
major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/4_Klavierst%C3%BCcke,_Op.119_(Brahms,_Johannes)",4 Piano Pieces,".
1893 (November) - Berlin:
N. Simrock","4つの小品
;
Quatre pièces pour piano
;
Cuatro piezas para piano, op. 119
;
Four Pieces for Piano, Op. 119
;
Vier Klavierstücke von Brahms
;
Quatre peces per a piano, Op. 119 (Brahms)
;
Quattro pezzi per pianoforte","Cuatro piezas para piano op 119
;
Cuatro piezas para piano op. 119
;
Klavierstücke opus 119
;
Clavierstücke von Johannes Brahms","Wikipedia
;
BNF
:
13908880r","1893
First Perf
ormance
.
1894-01-22 in London (Nos.2, 4 & 1 or 3)
1894-03-07 in London (complete)",,15 minutes,,,
